PWSID,System_Name,System_Type,County,Population_Served,Uses_SW_Purchased,Uses_SW_Produced,Uses_SW,Uses_GW,Dominant_Source
CA3810011,SFPUC CITY DISTRIBUTION DIVISION,C,SAN FRANCISCO  ,834046,YES,NO,YES,YES,surface water
CA3810702,TREASURE ISLAND,C,SAN FRANCISCO  ,3214,YES,NO,YES,NO,surface water
CA3910001,CALIFORNIA WATER SERVICE - STOCKTON,C,SAN JOAQUIN  ,175026,YES,NO,YES,YES,surface water
CA3910002,SAN JOAQUIN COUNTY - COLONIAL HEIGHTS,C,SAN JOAQUIN  ,1841,YES,NO,YES,NO,surface water
CA3910005,"MANTECA, CITY OF",C,SAN JOAQUIN  ,84625,YES,NO,YES,YES,surface water
CA3910010,SAN JOAQUIN COUNTY - LINCOLN VILLAGE,C,SAN JOAQUIN  ,5990,YES,NO,YES,NO,surface water
CA3910015,CITY OF LATHROP,C,SAN JOAQUIN  ,35080,YES,NO,YES,YES,surface water
CA3910025,LAWRENCE LIVERMORE NATIONAL LAB-SITE 300,NTNC,SAN JOAQUIN  ,211,YES,NO,YES,YES,surface water
CA3910302,SAN JOAQUIN FAIR - 2ND DISTRICT,NC,SAN JOAQUIN  ,19,NO,NO,NO,YES,groundwater
CA3910803,CDCR CALIFORNIA HEALTH CARE FACILITY,C,SAN JOAQUIN  ,7100,YES,NO,YES,NO,surface water
CA4000222,AVILA BEACH COMMUNITY SERVICES DISTRICT,C,SAN LUIS OBISPO  ,1630,YES,NO,YES,NO,surface water
CA4000230,CANYON CREST MUTUAL BENEFIT WC,C,SAN LUIS OBISPO  ,133,YES,NO,YES,NO,surface water
CA4000716,AVILA VALLEY MUTUAL WATER CO,C,SAN LUIS OBISPO  ,75,YES,NO,YES,YES,surface water
CA4000722,"FIERO LANE WATER COMPANY, INC.",NTNC,SAN LUIS OBISPO  ,324,YES,NO,YES,NO,surface water
CA4000800,PORT SAN LUIS HARBOR DISTRICT,NTNC,SAN LUIS OBISPO  ,100,YES,NO,YES,NO,surface water
CA4010001,CITY OF ARROYO GRANDE UTILITIES DIVISION,C,SAN LUIS OBISPO  ,17963,YES,NO,YES,YES,surface water
CA4010003,SAN MIGUELITO MWC,C,SAN LUIS OBISPO  ,1600,YES,NO,YES,YES,groundwater
CA4010004,CITY OF GROVER BEACH PUBLIC WORKS DEPT,C,SAN LUIS OBISPO  ,12701,MAYBE,NO,MAYBE,YES,purchased water dominant
CA4010006,CAYUCOS BEACH MUTUAL WATER COMPANY,C,SAN LUIS OBISPO  ,2369,YES,NO,YES,NO,surface water
CA4010011,MORRO BAY PW DEPT - WATER DIVISION,C,SAN LUIS OBISPO  ,15581,YES,NO,YES,YES,surface water
CA4010015,MORRO ROCK MUTUAL WATER CO,C,SAN LUIS OBISPO  ,1874,YES,NO,YES,NO,surface water
CA4010026,NIPOMO COMM SERVICES DIST,C,SAN LUIS OBISPO  ,13771,YES,NO,YES,YES,surface water
CA4010028,SLO CSA NO. 16 - SHANDON,C,SAN LUIS OBISPO  ,1085,NO,NO,NO,YES,groundwater
CA4010030,CHORRO VALLEY PIPELINE - SLO COUNTY,C,SAN LUIS OBISPO  ,0,YES,NO,YES,NO,surface water
CA4010080,NACIMIENTO WATER PROJECT,C,SAN LUIS OBISPO  ,0,NO,NO,NO,NO,no data
CA4010301,HEARST MEMORIAL STATE BEACH,NC,SAN LUIS OBISPO  ,500,YES,NO,YES,NO,surface water
CA4010305,MONTANA DE ORO STATE PARK,NC,SAN LUIS OBISPO  ,990,NO,NO,NO,YES,groundwater
CA4010901,SLOCSA #10A - CAYUCOS,C,SAN LUIS OBISPO  ,1200,YES,NO,YES,NO,surface water
CA4100539,KINGS MOUNTAIN PARK MUTUAL,C,SAN MATEO  ,66,MAYBE,NO,MAYBE,MAYBE,purchased water dominant
CA4110001,MID-PENINSULA WATER DISTRICT,C,SAN MATEO  ,28050,YES,NO,YES,NO,surface water
CA4110002,CITY OF BRISBANE,C,SAN MATEO  ,3385,YES,NO,YES,NO,surface water
CA4110003,CITY OF BURLINGAME,C,SAN MATEO  ,31919,YES,NO,YES,NO,surface water
CA4110005,GUADALUPE VALLEY MID,C,SAN MATEO  ,1471,YES,NO,YES,NO,surface water
CA4110007,CALIFORNIA WATER SERVICE - SAN CARLOS,C,SAN MATEO  ,35453,YES,NO,YES,NO,surface water
CA4110008,CALIFORNIA WATER SERVICE - SAN MATEO,C,SAN MATEO  ,102663,YES,NO,YES,NO,surface water
CA4110009,CALIFORNIA WATER SERVICE-S SAN FRANCISCO,C,SAN MATEO  ,63439,YES,NO,YES,NO,surface water
CA4110013,CITY OF DALY CITY,C,SAN MATEO  ,108599,YES,NO,YES,YES,surface water
CA4110016,TOWN OF HILLSBOROUGH,C,SAN MATEO  ,11387,YES,NO,YES,NO,surface water
CA4110017,MENLO PARK MUNICIPAL WATER,C,SAN MATEO  ,19297,YES,NO,YES,NO,surface water
CA4110018,CITY OF MILLBRAE,C,SAN MATEO  ,22795,YES,NO,YES,NO,surface water
CA4110021,ESTERO MUNICIPAL IMPROVEMENT DISTRICT,C,SAN MATEO  ,36556,YES,NO,YES,NO,surface water
CA4110022,CITY OF REDWOOD CITY,C,SAN MATEO  ,89037,YES,NO,YES,NO,surface water
CA4110023,CITY OF SAN BRUNO,C,SAN MATEO  ,46085,YES,NO,YES,YES,groundwater
CA4110024,CITY OF EAST PALO ALTO,C,SAN MATEO  ,29519,YES,NO,YES,YES,groundwater
CA4110025,NORTH COAST COUNTY WATER DIST,C,SAN MATEO  ,38546,YES,NO,YES,NO,surface water
CA4110027,WESTBOROUGH WATER DISTRICT,C,SAN MATEO  ,13486,YES,NO,YES,NO,surface water
CA4110029,BUTANO STATE PARK - CSP,NC,SAN MATEO  ,114,MAYBE,NO,MAYBE,MAYBE,purchased water dominant
CA4210001,CARPINTERIA VALLEY WATER DISTRICT,C,SANTA BARBARA  ,15996,YES,NO,YES,YES,surface water
CA4210003,GUADALUPE WATER DEPARTMENT,C,SANTA BARBARA  ,8352,YES,NO,YES,YES,groundwater
CA4210011,CITY OF SANTA MARIA UTILITIES DEPARTMENT,C,SANTA BARBARA  ,109910,YES,NO,YES,YES,groundwater
CA4210013,SOLVANG WATER DIVISION,C,SANTA BARBARA  ,6126,YES,NO,YES,YES,groundwater
CA4210016,GOLDEN STATE WATER COMPANY - ORCUTT,C,SANTA BARBARA  ,33364,YES,NO,YES,YES,groundwater
CA4210018,BUELLTON WATER DEPARTMENT,C,SANTA BARBARA  ,5464,YES,NO,YES,YES,groundwater
CA4210020,SANTA YNEZ RIVER WATER CONS. DIST. ID#1,C,SANTA BARBARA  ,7022,YES,NO,YES,YES,groundwater
CA4210021,GOLDEN STATE WATER COMPANY - TANGLEWOOD,C,SANTA BARBARA  ,1970,YES,NO,YES,YES,groundwater
CA4210024,LA CUMBRE MUTUAL WATER CO,C,SANTA BARBARA  ,4861,YES,NO,YES,YES,groundwater
CA4210028,CACHUMA PROJECT,C,SANTA BARBARA  ,0,YES,NO,YES,NO,surface water
CA4210700,"AMERICAN WATER O&M, LLC - VSFB",C,SANTA BARBARA  ,14971,NO,NO,NO,YES,groundwater
CA4210900,CAL TRANS - GAVIOTA RSR,NC,SANTA BARBARA  ,4690,YES,NO,YES,NO,surface water
CA4300521,KENNON WATER COMPANY,C,SANTA CLARA  ,142,YES,NO,YES,NO,surface water
CA4300526,OAKMONT WATER SYSTEM,C,SANTA CLARA  ,73,YES,NO,YES,NO,surface water
CA4300545,SARATOGA HEIGHTS MUTUAL WATER COMPANY,C,SANTA CLARA  ,258,YES,NO,YES,NO,surface water
CA4300546,SIERRA ROAD IMPROVEMENT ASSOCIATION INC,C,SANTA CLARA  ,280,YES,NO,YES,NO,surface water
CA4300550,VISTA GRANDE WATER USERS ASSOCIATION,C,SANTA CLARA  ,79,YES,NO,YES,NO,surface water
CA4300562,ROSEVIEW HEIGHTS MUTUAL WATER COMPANY,C,SANTA CLARA  ,148,YES,NO,YES,NO,surface water
CA4300563,MT. PLEASANT WATER USERS ASSOCIATION,C,SANTA CLARA  ,300,YES,NO,YES,NO,surface water
CA4300740,MOUNTAIN SPRINGS MUTUAL WATER COMPANY,C,SANTA CLARA  ,40,YES,NO,YES,NO,surface water
CA4300741,MIREVAL IMPROVEMENT ASSOCIATION,C,SANTA CLARA  ,60,YES,NO,YES,NO,surface water
CA4300808,O'CONNOR HOSPITAL,NTNC,SANTA CLARA  ,2500,YES,NO,YES,NO,surface water
CA4300816,EL CAMINO HOSPITAL,NTNC,SANTA CLARA  ,3000,YES,NO,YES,NO,surface water
CA4300831,MT. EDEN MUTUAL WATER COMPANY,C,SANTA CLARA  ,165,YES,NO,YES,NO,surface water
CA4300833,SANTA CLARA VALLEY MEDICAL CENTER,NTNC,SANTA CLARA  ,3000,NO,NO,NO,YES,groundwater
CA4300856,SPRING VALLEY HEIGHTS ASSOCIATION INC,C,SANTA CLARA  ,66,YES,NO,YES,NO,surface water
CA4300978,BRUSH AND OLD WELL MUTUAL WATER COMPANY,C,SANTA CLARA  ,70,YES,NO,YES,NO,surface water
CA4300997,NASA AMES RESEARCH CENTER,C,SANTA CLARA  ,5300,YES,NO,YES,NO,surface water
CA4310001,CWSC LOS ALTOS SUBURBAN,C,SANTA CLARA  ,70175,YES,NO,YES,YES,surface water
CA4310005,CITY OF MILPITAS,C,SANTA CLARA  ,77961,YES,NO,YES,NO,surface water
CA4310007,CITY OF MOUNTAIN VIEW,C,SANTA CLARA  ,81756,YES,NO,YES,YES,surface water
CA4310009,CITY OF PALO ALTO,C,SANTA CLARA  ,67973,YES,NO,YES,NO,surface water
CA4310012,CITY OF SANTA CLARA,C,SANTA CLARA  ,130746,YES,NO,YES,YES,groundwater
CA4310013,STANFORD UNIVERSITY,C,SANTA CLARA  ,32235,YES,NO,YES,NO,surface water
CA4310018,CITY OF CUPERTINO,C,SANTA CLARA  ,16530,YES,NO,YES,YES,surface water
CA4310019,CITY OF SAN JOSE - NSJ/ALVISO,C,SANTA CLARA  ,37991,YES,NO,YES,YES,surface water
CA4310020,CITY OF SAN JOSE - EVG/EDV/COY,C,SANTA CLARA  ,98198,YES,NO,YES,YES,surface water
CA4310021,PURISSIMA HILLS WATER DISTRICT,C,SANTA CLARA  ,6822,YES,NO,YES,NO,surface water
CA4400526,BIG REDWOOD PARK WATER,C,SANTA CRUZ  ,182,YES,NO,YES,NO,surface water
CA4400570,MOUNTAIN SUMMIT MUTUAL WATER SYSTEM,NC,SANTA CRUZ  ,223,YES,NO,YES,NO,surface water
CA4400595,VILLA DEL MONTE MWC,C,SANTA CRUZ  ,419,MAYBE,NO,MAYBE,MAYBE,purchased water dominant
CA4400599,SUNSET BEACH MUTUAL WATER CO,C,SANTA CRUZ  ,182,YES,NO,YES,NO,surface water
CA4400608,FOREST SPRINGS,C,SANTA CRUZ  ,385,YES,NO,YES,NO,surface water
CA4400617,SUMMIT WEST MUTUAL WATER CO.,C,SANTA CRUZ  ,479,YES,NO,YES,NO,surface water
CA4400618,RIDGE MUTUAL WATER COMPANY,C,SANTA CRUZ  ,213,YES,NO,YES,NO,surface water
CA4400912,LOCH LOMOND REC AREA SANTA CRUZ WD,NC,SANTA CRUZ  ,50,YES,NO,YES,NO,surface water
CA4410011,"WATSONVILLE, CITY OF",C,SANTA CRUZ  ,65231,NO,NO,NO,YES,groundwater
CA4410017,SOQUEL CREEK WATER DISTRICT,C,SANTA CRUZ  ,40644,NO,NO,NO,YES,groundwater
CA4500006,"SHASTA CSA - SUGARLOAF, #2",C,SHASTA  ,160,MAYBE,NO,MAYBE,YES,groundwater dominant
CA4800695,MOOSE LODGE 1967,NC,SOLANO  ,159,NO,NO,NO,YES,groundwater
CA4810024,SID - BLUE RIDGE OAKS,C,SOLANO  ,63,YES,NO,YES,NO,surface water
CA4810026,SID - PEABODY,C,SOLANO  ,56,YES,NO,YES,NO,surface water
CA4810701,CALIFORNIA WATER SERVICE CO.-TRAVIS AFB,C,SOLANO  ,18111,YES,NO,YES,NO,surface water
CA4900647,SERENO DEL MAR WATER COMPANY (PUC),C,SONOMA  ,435,NO,NO,NO,YES,groundwater
CA4910007,"SEA RANCH WATER COMPANY,THE (PUC)",C,SONOMA  ,1160,NO,NO,NO,YES,groundwater
CA5010019,"TURLOCK, CITY OF",C,STANISLAUS  ,72682,NO,NO,NO,YES,groundwater
CA5010028,"CERES, CITY OF",C,STANISLAUS  ,48706,NO,NO,NO,YES,groundwater
CA5010043,STANISLAUS REGIONAL WATER AUTHORITY,C,STANISLAUS  ,#N/A,YES,#N/A,#N/A,#N/A,#N/A
CA5301010,BUD FINE MWC,NC,TRINITY  ,41,YES,#N/A,#N/A,#N/A,#N/A
CA5304502,"SALYER HEIGHTS W.S., INC",C,TRINITY  ,130,NO,NO,NO,NO,no data
CA5400968,IMPROVEMENT DISTRICT NO. 1,C,TULARE  ,200,NO,NO,NO,YES,groundwater
CA5410519,NPS-DORST CG,NC,TULARE  ,900,NO,NO,NO,NO,no data
CA5500031,CAMP MATHER,NC,TUOLUMNE  ,500,NO,NO,NO,NO,no data
CA5500064,MULLER MUTUAL WATER COMPANY,C,TUOLUMNE  ,154,YES,NO,YES,NO,surface water
CA5510023,SONORA MEADOWS MUTUAL WTR CO,C,TUOLUMNE  ,1123,YES,NO,YES,YES,surface water
CA5510024,SONORA WATER COMPANY INC,C,TUOLUMNE  ,1154,YES,NO,YES,NO,surface water
CA5601104,CASITAS MUTUAL WATER COMPANY,C,VENTURA  ,238,YES,NO,YES,NO,surface water
CA5601119,SIETE ROBLES MUTUAL WATER CO,C,VENTURA  ,323,NO,NO,NO,YES,groundwater
CA5601122,TICO MUTUAL WATER CO,C,VENTURA  ,70,YES,NO,YES,YES,groundwater
CA5601137,RINCON WATER & ROAD WORKS,C,VENTURA  ,25,YES,NO,YES,NO,surface water
CA5602103,CYPRESS MUTUAL WATER CO INC,C,VENTURA  ,224,YES,NO,YES,NO,surface water
CA5602130,SOLANO VERDE MUTUAL WATER CO,C,VENTURA  ,100,YES,NO,YES,NO,surface water
CA5602132,WATERS ROAD DOMESTIC USERS GROUP,C,VENTURA  ,25,YES,NO,YES,NO,surface water
CA5602406,RIO SCHOOL DIST/RIO DEL VALLE SCHOOL,NTNC,VENTURA  ,820,YES,NO,YES,NO,surface water
CA5602408,RIO SCHOOL DIST/ RIO REAL SCHOOL,NTNC,VENTURA  ,550,YES,NO,YES,NO,surface water
CA5603301,BRANDEIS BARDIN INSTITUTE,C,VENTURA  ,665,YES,NO,YES,NO,surface water
CA5610003,VENTURA CWWD NO. 17 - BELL CANYON,C,VENTURA  ,1946,YES,NO,YES,NO,surface water
CA5610005,MEINERS OAKS CWD,C,VENTURA  ,4200,YES,NO,YES,YES,groundwater
CA5610007,OXNARD WATER DEPT,C,VENTURA  ,200232,YES,NO,YES,YES,surface water
CA5610008,PLEASANT VALLEY MUTUAL WATER CO,C,VENTURA  ,5000,YES,NO,YES,YES,groundwater
CA5610009,PORT HUENEME WATER DEPT,C,VENTURA  ,21954,YES,NO,YES,NO,surface water
CA5610014,OJAI WATER SYSTEM,C,VENTURA  ,6801,YES,NO,YES,YES,groundwater
CA5610015,VENTURA CWWD NO. 19 - SOMIS,C,VENTURA  ,1429,YES,NO,YES,YES,groundwater
CA5610016,CALIFORNIA WATER SERVICE CO - WESTLAKE,C,VENTURA  ,19512,YES,NO,YES,NO,surface water
CA5610018,VENTURA CWWD NO. 1 - MOORPARK,C,VENTURA  ,36625,YES,NO,YES,YES,surface water
CA5610019,CAMARILLO WATER DEPT,C,VENTURA  ,46848,YES,NO,YES,YES,surface water
CA5610020,THOUSAND OAKS WATER DEPT,C,VENTURA  ,53157,YES,NO,YES,NO,surface water
CA5610022,VENTURA RIVER WATER DISTRICT,C,VENTURA  ,6100,YES,NO,YES,YES,groundwater
CA5610023,VENTURA WWD NO. 8 - SIMI VALLEY,C,VENTURA  ,94738,YES,NO,YES,YES,surface water
CA5610039,CHANNEL ISLANDS BEACH CSD,C,VENTURA  ,4861,YES,NO,YES,NO,surface water
CA5610040,CAL AMERICAN WATER CO,C,VENTURA  ,66809,YES,NO,YES,NO,surface water
CA5610043,TRIUNFO WATER & SANITATION DISTRICT,C,VENTURA  ,13898,YES,NO,YES,NO,surface water
CA5610056,VINEYARD AVE ESTATES MWC,C,VENTURA  ,1200,YES,NO,YES,NO,surface water
CA5610058,CRESTVIEW MUTUAL WATER CO,C,VENTURA  ,2079,NO,NO,NO,YES,groundwater
CA5610059,GOLDEN STATE WATER COMPANY - SIMI VALLEY,C,VENTURA  ,44640,YES,NO,YES,YES,surface water
CA5610063,CAMROSA WATER DISTRICT,C,VENTURA  ,32700,YES,NO,YES,YES,surface water
CA5610069,VENTURA CWWD NO. 38 - LAKE SHERWOOD,C,VENTURA  ,1759,YES,NO,YES,NO,surface water
CA5610080,PORT HUENEME WATER AGENCY,C,VENTURA  ,0,YES,NO,YES,NO,surface water
CA5610081,CAL AMERICAN WC - LAS POSAS ESTATES,C,VENTURA  ,2039,YES,NO,YES,NO,surface water
CA5610700,"NAVAL BASE VENTURA COUNTY, POINT MUGU",C,VENTURA  ,5700,YES,NO,YES,NO,surface water
CA5610701,"NAVAL BASE VENTURA COUNTY, PORT HUENEME",C,VENTURA  ,8625,YES,NO,YES,NO,surface water
CA5710001,CITY OF DAVIS,C,YOLO  ,67217,YES,NO,YES,YES,surface water
CA5710006,CITY OF WOODLAND,C,YOLO  ,61032,YES,NO,YES,YES,surface water
CA5710009,UC - DAVIS,C,YOLO  ,48828,YES,NO,YES,YES,groundwater
CA5790004,"DAVIS WWTP, CITY OF - RECYCLED",NP,YOLO  ,#N/A,YES,#N/A,#N/A,#N/A,#N/A
CA3600415,ARROWHEAD PINE ROSE CABIN,NC,SAN BERNARDINO  ,75,NO,NO,NO,NO,no data
CA3900714,SUNNYSIDE ESTATES WATER SYSTEM,C,SAN JOAQUIN  ,69,NO,NO,NO,YES,groundwater
090605118,Redwood Valley Rancheria,#N/A,Native American,152,YES,#N/A,#N/A,#N/A,#N/A
090605083,Redding Rancheria,#N/A,Native American,2015,YES,#N/A,#N/A,#N/A,#N/A
090605161,Thunder Valley Casino,#N/A,Native American,18007,YES,#N/A,#N/A,#N/A,#N/A
090600135,Kashia,#N/A,Native American,125,YES,#N/A,#N/A,#N/A,#N/A
090605109,Jackson Rancheria Casino & Hotel,#N/A,Native American,6120,YES,#N/A,#N/A,#N/A,#N/A
090605017,San Pasqual District A,#N/A,Native American,1225,YES,#N/A,#N/A,#N/A,#N/A
090605080,San Pasqual District B,#N/A,Native American,705,YES,#N/A,#N/A,#N/A,#N/A
090605024,Sycuan,#N/A,Native American,12350,YES,#N/A,#N/A,#N/A,#N/A
090605013,Pechanga,#N/A,Native American,29100,YES,#N/A,#N/A,#N/A,#N/A
090600156,Tule River Reservation Main,#N/A,Native American,2555,YES,#N/A,#N/A,#N/A,#N/A
090600154,Table Mountain Rancheria,#N/A,Native American,8675,YES,#N/A,#N/A,#N/A,#N/A
090600030,Coyote Valley System,#N/A,Native American,500,YES,#N/A,#N/A,#N/A,#N/A
090600134,Yurok - Wautec,#N/A,Native American,29,YES,#N/A,#N/A,#N/A,#N/A
090605006,Yurok - Weitchpec,#N/A,Native American,120,YES,#N/A,#N/A,#N/A,#N/A
090605033,Yurok - Kepel,#N/A,Native American,76,YES,#N/A,#N/A,#N/A,#N/A
090600161,Yurok - McCoy - Kenek,#N/A,Native American,30,YES,#N/A,#N/A,#N/A,#N/A
090600058,Red Hawk Casino - Shingle Springs,#N/A,Native American,11268,YES,#N/A,#N/A,#N/A,#N/A
090605169,Tuolumne Me-Wuk Ridgeline,#N/A,Native American,30,YES,#N/A,#N/A,#N/A,#N/A
090605004,Grindstone Rancheria,#N/A,Native American,150,YES,#N/A,#N/A,#N/A,#N/A
090605126,Hoopa Valley-Wide System,#N/A,Native American,3500,YES,#N/A,#N/A,#N/A,#N/A
090605060,Howonquet Community(Smith River),#N/A,Native American,220,YES,#N/A,#N/A,#N/A,#N/A
